Original File Name,Renamed File Name,Associated MIA Object,Object Credit / Description,Photo Credit,Image Source,Contact Info,Permissions,Image Received & QC'd,Image Pass QC,Image Ready for Release,Additional Notes
AIC_00000190-01_HighRes.jpg,2014_TDX_MIAArtStories_270.tif,93.20,"Claude Monet, French, 1840-1926, Branch of the Seine near Giverny (Mist), from the series Mornings on the Seine, 1897, Oil on canvas, 89.9 x 92.7 cm (35 3/8 x 36 1/2 in.), Mr. and Mrs. Martin A. Ryerson Collection, 1933.1156, The Art Institute of Chicago",Photography © The Art Institute of Chicago.,AIC images,"Jackie Maman, Image Licensing Coordinator
Tel. (312) 499-4259 | jmaman@artic.edu",3 years; fees waived,Yes,Yes,Yes,
E11580.jpg,2014_TDX_MIAArtStories_273.tif,93.20,"Claude Monet
French, 1840 - 1926
The Houses of Parliament, Sunset
1903
oil on canvas
overall: 81.3 x 92.5 cm (32 x 36 7/16 in.)
framed: 107 x 117.5 x 8.8 cm (42 1/8 x 46 1/4 x 3 7/16 in.)
Chester Dale Collection 1963.10.48","Courtesy National Gallery of Art, Washington",https://images.nga.gov/en/search/do_quick_search.html?q=%221963.10.48%22,,public domain | Open Access,Yes,Yes,Yes,
ART322526.jpg,2014_TDX_MIAArtStories_286.tif,93.20,"Claude Monet (French, 1840–1926)
The Houses of Parliament (Effect of Fog), 1903–4
Oil on canvas
32 x 36 3/8 in. (81.3 x 92.4 cm)
Bequest of Julia W. Emmons, 1956
56.135.6
The Metropolitan Museum of Art","The Metropolitan Museum of Art, www.metmuseum.org",http://www.metmuseum.org/collection/the-collection-online/search/437128,Jennifer Belt: jbelt@artres.com,"ONE-TIME NON-EXCLUSIVE WORLDWIDE ENGLISH LANGUAGE RIGHTS FOR USE OF THE IMAGES IN AN ELECTRONIC EDUCATIONAL PROGRAM ACCESSIBLE ON THE MINNEAPOLIS INSTITUTE OF ARTS WEBSITE, iPADS, TABLETS, MOBILE DEVICES, LAPTOPS AND DESKTOP COMPUTERS FOR A PERIOD OF UP TO 10 YEARS.",Yes,Yes,Yes,
1024px-Giverny_-_Jardin_Monet_(12).jpg,2014_TDX_MIAArtStories_261.tif,93.20,"Monet's Garden, Giverny","Remi Jouan, Wikimedia Commons, 2010",http://commons.wikimedia.org/wiki/File:Giverny_-_Jardin_Monet_%2812%29.JPG,,public domain,Yes,Yes,Yes,
A17014.jpg,2014_TDX_MIAArtStories_268.tif,93.20,"Claude Monet
French, 1840 - 1926
The Japanese Footbridge
1899
oil on canvas
overall: 81.3 x 101.6 cm (32 x 40 in.)
framed: 101 x 120.7 x 7.6 cm (39 3/4 x 47 1/2 x 3 in.)
Gift of Victoria Nebeker Coberly, in memory of her son John W. Mudd, and Walter H. and Leonore Annenberg 1992.9.1","Courtesy National Gallery of Art, Washington",https://images.nga.gov/en/search/do_quick_search.html?q=%221992.9.1%22,,public domain | Open Access,Yes,Yes,Yes,
mia_5003951.tif,N/A,93.20,"The Japanese Bridge
c. 1923-1925

Claude Monet
(France, Europe)
Oil on canvas
35 x 45 3/4 in. (88.9 x 116.21 cm) (canvas) 34 1/2 x 45 1/4 in. (87.63 x 114.94 cm) (sight) 42 1/4 x 53 x 2 1/4 in. (107.32 x 134.62 x 5.72 cm) (outer frame)
Bequest of Putnam Dana McMillan 61.36.15 ",© 2014 Minneapolis Institute of Arts,MIA,,public domain,Yes,Yes,Yes,
AIC_00000177-01_HighRes.jpg,2014_TDX_MIAArtStories_269.tif,93.20,"Claude Monet, French, 1840-1926, Water Lilies, 1906, Oil on canvas, 89.9 x 94.1 cm (35 3/8 x 37 1/16 in.), Mr. and Mrs. Martin A. Ryerson Collection, 1933.1157, The Art Institute of Chicago",Photography © The Art Institute of Chicago.,AIC images,"Jackie Maman, Image Licensing Coordinator
Tel. (312) 499-4259 | jmaman@artic.edu",3 years; fees waived,Yes,Yes,Yes,
WLA_moma_Reflections_of_Clouds_on_the_Water-Lily_Pond_Monet.jpg,2014_TDX_MIAArtStories_371.tif,93.20,"Claude Monet (French, 1840–1926)
Water Lilies, 1914-26
Oil on canvas, three panels
Each 6' 6 3/4"" x 13' 11 1/4"", overall 6' 6 3/4"" x 41' 10 3/8"" 
Credit Line:Mrs. Simon Guggenheim Fund
Museum of Modern Art
Number:666.1959.a-c",© Trish Mayo / Wikimedia Commons,http://commons.wikimedia.org/wiki/File:WLA_moma_Reflections_of_Clouds_on_the_Water-Lily_Pond_Monet.jpg,check with Art Resource,public domain,Yes,Yes,Yes,
ChineseAndJapaneseExhibitsAtThe1867WorldFair.jpg,2014_TDX_MIAArtStories_352.tif,93.20 & 51.7 | story on Japonisme,Chinese And Japanese Exhibits At The 1867 World Fair in Paris. Le Monde Illustre 1867,Wikimedia Commons,http://commons.wikimedia.org/wiki/File:ChineseAndJapaneseExhibitsAtThe1867WorldFair.JPG,,public domain,Yes,Yes,Yes,
mia_49272a.tif,N/A,93.20 & 51.7 | story on Japonisme,"Katsushika Hokusai (Japanese, 1760-1849)
""Peonies and Canary"", c. 1833
Woodblock print (nishiki-e); ink and color on paper
10 x 7 3/8 in. (25.4 x 18.7 cm) (image, sheet)
Bequest of Richard P. Gale 74.1.205",© 2014 Minneapolis Institute of Arts,MIA,,public domain,Yes,Yes,Yes,
VanGogh_Butterflies and Poppies.jpg,2014_TDX_MIAArtStories_368.tif,93.20 & 51.7 | story on Japonisme,"Vincent van Gogh (1853 - 1890)
Butterflies and Poppies, 1890
oil on canvas, 35 cm x 25.5 cm
Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)
s0188V1962","Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)","Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)",,public domain,Yes,Yes,Yes,
mia_4001253.tif,N/A,93.20 & 51.7 | story on Japonisme,"Hosoda Eishi (Japanese, 1756-1829)
Diptych of Beauties in Spring: Moonlight, c. 1798
Ink and color on silk
31 1/2 x 13 3/16 in. (80 x 33.5 cm) 
Bequest of Richard P. Gale 74.1.165.1 ",© 2014 Minneapolis Institute of Arts,MIA,,public domain,Yes,Yes,Yes,
mia_48206a.tif,N/A,93.20 & 51.7 | story on Japonisme,"Nishikawa Sukenobu (Japanese, 1671-1751) 
Picture Book: Field of Vines (Ehon makuzu hara), 1736
Woodblock printed book; ink on paper, with hand-applied color
1/8 x 6 1/8 x 8 9/16 in. (0.3 x 15.6 x 21.7 cm)
Gift of Louis W. Hill, Jr. P.77.39.3.1 ",© 2014 Minneapolis Institute of Arts,MIA,,public domain,Yes,Yes,Yes,
PCD20001031_0772_IMG0002.tif,N/A,93.20 & 51.7 | story on Japonisme,"Edgar Degas (French, 1834-1917) 
Mary Cassatt at the Louvre: The Paintings Gallery
1879-1880
Etching, soft-ground, aquatint, and drypoint
12 x 4 15/16 in. (30.48 x 12.54 cm) (plate) 16 1/4 x 8 5/16 in. (41.28 x 21.11 cm) (sheet)
The Putnam Dana McMillan Fund P.82.13 ",© 2014 Minneapolis Institute of Arts,MIA,,public domain,Yes,Yes,Yes,
mia_6011254.tif,N/A,93.20 & 51.7 | story on Japonisme,"Mary Cassatt (American, 1844-1926)
The Bath, c. 1891
Drypoint and color aquatint
12 5/8 × 9 3/4 in. (32.07 × 24.77 cm) (plate) 15 1/4 × 11 3/8 in. (38.74 × 28.89 cm) (sight) 26 1/2 × 22 1/2 × 1 1/8 in. (67.31 × 57.15 × 2.86 cm) (outer frame)
Gift of Mary Lee Lowe Dayton 2013.81.1 ",© 2014 Minneapolis Institute of Arts,MIA,,public domain,Yes,Yes,Yes,
mia_49356a.tif,N/A,93.20 & 51.7 | story on Japonisme,"Katsushika Hokusai (Japanese, 1760-1849)
Fine Wind, Clear Weather, c. 1830-1831
Woodblock print (nishiki-e); ink and color on paper
10 1/8 × 14 13/16 in. (25.7 × 37.7 cm) 
Gift of Louis W. Hill, Jr. P.70.148 ",© 2014 Minneapolis Institute of Arts,MIA,,public domain,Yes,Yes,Yes,
Monet_Giverny,2014_TDX_MIAArtStories_360.tif,93.20 & 51.7 | story on Japonisme,Monet at Giverny in his dining room,http://www.toutceciestmagnifique.com/2011_04_01_archive.html,http://www.toutceciestmagnifique.com/2011_04_01_archive.html,,public domain,Yes,Yes,Yes,
Various (MIA Photography),N/A,92.16,"Portarit of Lucia Wijbrants
1667
Gabriël Metsu
Netherlands, Europe
Oil on panel
22 1/2 x 17 in. (57.15 x 43.18 cm) (canvas) 30 x 24 1/2 in. (76.2 x 62.23 cm) (outer frame)",© 2014 Minneapolis Institute of Arts,MIA,,public domain,Yes,Yes,Yes,
Met_DP146447.jpg,2014_TDX_MIAArtStories_282.tif,92.16,"The Visit to the Nursery
Gabriël Metsu 
(Dutch, Leiden 1629–1667 Amsterdam)
Date: 1661
Medium: Oil on canvas
Dimensions: 30 1/2 x 32 in. (77.5 x 81.3 cm)
Classification: Paintings
Credit Line: Gift of J. Pierpont Morgan, 1917
Accession Number: 17.190.20","The Metropolitan Museum of Art, www.metmuseumorg",http://www.metmuseum.org/collection/the-collection-online/search/437071,,public domain - OASC,Yes,Yes,Yes,
1024px-Ursuline_lace_2.jpg,2014_TDX_MIAArtStories_264.tif,92.16 | also in Burgomaster story,"Bobbin lace in progress, 2003",Photo taken by Blahedo at the museum of the Ursuline Convent in Quebec City in March 2003,http://commons.wikimedia.org/wiki/File:Ursuline_lace_2.jpg,,public domain,Yes,Yes,Yes,
P237.jpg,2014_TDX_MIAArtStories_291.tif,92.16 | also in Burgomaster story,"Caspar Netscher (1639 - 1684)
The Lace Maker
Netherlands
1662
Painting
Oil on canvas
Image size: 33 x 27 cm
Signature: 'C. NETSCHER 1662.'
P237","© The Wallace Collection, London",Wallace Collection sent. http://wallacelive.wallacecollection.org/eMuseumPlus?service=ExternalInterface&module=collection&objectId=65171,Samantha Beeston: samantha.beeston@wallacecollection.org,"Academic website & app usage, colour, worldwide, up to 5 years usage, non-commercial use only.
Single use, single edition, non-exclusive
Credit line: © The Wallace Collection, London",Yes,Yes,Yes,
Various (MIA Photography),N/A,73.42.3,"Convulsionists of Tangier
1837-1838
Eugène Delacroix
France, Europe
Oil on canvas
37 5/8 x 50 5/8 in. (95.57 x 128.59 cm) (canvas) 50 1/8 x 64 3/4 x 4 1/2 in. (127.32 x 164.47 x 11.43 cm) (outer frame)",© 2014 Minneapolis Institute of Arts,MIA,,public domain,Yes,Yes,Yes,
08-509543.jpg,2014_TDX_MIAArtStories_214.tif,73.42.3,"Saada, the Wife of Abraham Ben-Chimol, and Préciada, One of Their Daughters
Eugène Delacroix 
1832
Watercolor over graphite on wove paper
8-3/4 x 6-3/8 in. (22.2 x 16.2 cm)
Metropolitan Musuem of Art Classification: Drawings
Credit Line: Bequest of Walter C. Baker, 1971
Accession Number: 1972.118.210","The Metropolitan Museum of Art, www.metmuseum.org",http://www.metmuseum.org/collection/the-collection-online/search/336046,,public domain - OASC,Yes,Yes,Yes,
new file: detail_DelacroixRF 10069 Recto.jpg,"2014_TDX_MIAArtStories_215.tif
2014_TDX_MIAArtStories_353.tif",73.42.3,"Moorish window and sketch of convulsionists (detail)
Eugène Delacroix 
pen and ink 
5.7 x 8.1 in. (14.5 x 20.5 cm)
Départment des Art graphiques, Louvre, Paris
RF 10069, Recto","© RMN, Musée du Louvre",http://arts-graphiques.louvre.fr/detail/oeuvres/1/217814-Fenetre-mauresque-et-croquis-de-convulsionnaires-max,,"from website: Non-commercial re-use is authorized, provided the source and author are acknowledged.",Yes,Yes,Yes,
Renoir.jpg,2014_TDX_MIAArtStories_216.tif,73.42.3,"Mosque (Arab Festival)
Pierre-Auguste Renoir
1881
oil on canvas
73 x 92 cm
Musée d'Orsay",Wikimedia Commons,http://commons.wikimedia.org/wiki/File:Pierre-Auguste_Renoir_-_La_Mosqu%C3%A9e.jpg,,public domain,Yes,Yes,Yes,
watercolor city.jpg,2014_TDX_MIAArtStories_217.tif,73.42.3,"View of Tangier
Eugène Delacroix
watercolor
7.6 x 5 in. (19.3 x 12.7 cm)
Department of Graphic Arts, Louvre, Paris
RF 1712.BIS, 1.","© RMN, Musée du Louvre",http://arts-graphiques.louvre.fr/detail/oeuvres/13/113428-Vue-de-Tanger-max,,"from website: Non-commercial re-use is authorized, provided the source and author are acknowledged.",Yes,Yes,Yes,
Delacroix RF 9264.jpg,2014_TDX_MIAArtStories_272.tif,73.42.3,"Eugène Delacroix
View of Tangiers, seen from above
Drawing
Department of Graphic Arts, Louvre, Paris
RF 9264, Recto","© RMN, Musée du Louvre",http://arts-graphiques.louvre.fr/detail/oeuvres/12/122567-Vue-de-Tanger-prise-des-hauteurs-max,,"from website: Non-commercial re-use is authorized, provided the source and author are acknowledged.",Yes,Yes,Yes,
mia_5019445.tif,N/A,73.42.3,"View of Tangier from the Seashore 1856–1858
Eugène Delacroix
(France, Europe)
Oil on canvas 49.4",© 2014 Minneapolis Institute of Arts,MIA,,public domain,Yes,Yes,Yes,
mia_1006298.tif,N/A,73.42.3,"Jean-Baptiste-Camille Corot
Silenus, 1838
oil on canvas
97 1/2 x 70 1/2 in. (247.65 x 179.07 cm) (canvas)
73.42.2",© 2014 Minneapolis Institute of Arts,MIA,,public domain,Yes,Yes,Yes,
mia_5001146.tif,N/A,73.42.3,"Convulsionists of Tangier (detail)
1837-1838
Eugène Delacroix
France, Europe
Oil on canvas
37 5/8 x 50 5/8 in. (95.57 x 128.59 cm) (canvas) 50 1/8 x 64 3/4 x 4 1/2 in. (127.32 x 164.47 x 11.43 cm) (outer frame)",© 2014 Minneapolis Institute of Arts,MIA,,,Yes,Yes,Yes,Use WordPress annotation tool to zoon on detail. - Jlynn
mia_5001169.tif,N/A,73.42.3,"Georges Seurat,
French, 1859 – 1891
Port-en-Bessin, 1888
Oil on canvas, 55.38",© 2014 Minneapolis Institute of Arts,MIA,,public domain,Yes,Yes,Yes,
Baron_Antoine-Jean_Gros-Battle_Pyramids_1810.jpg,2014_TDX_MIAArtStories_271.tif,73.42.3,"Antoine-Jean Gros (1771–1835) 
Battle of the Pyramids, July 21, 1798, 1810
oil on canvas
389 x 311cm
Palace of Versailles
",Wikimedia Commons,http://commons.wikimedia.org/wiki/File:Baron_Antoine-Jean_Gros-Battle_Pyramids_1810.jpg ,,public domain,Yes,Yes,Yes,
louvre-femmes-d039alger-dans-leur_0.jpg,2014_TDX_MIAArtStories_278.tif,73.42.3,"Eugène Delacroix
Women of Algiers in their apartment
1834
Oil on canvas
H. : 1,80 m. ; L. : 2,29 m.
Department of Paintings, Louvre, Paris 
INV. 3824",© Musée du Louvre/A. Dequier - M. Bard,http://www.louvre.fr/en/oeuvre-notices/women-algiers-their-apartment,,"from website: Non-commercial re-use is authorized, provided the source and author are acknowledged.",Yes,Yes,Yes,
mia_5019466.tif,N/A,73.42.3 | Story on James J. Hill,"View of Tangier
1852-1853
Eugène Delacroix
(France, Europe)
Oil on canvas, 93.67",© 2014 Minneapolis Institute of Arts,MIA,,public domain,Yes,Yes,Yes,
mia_5000274.tif,N/A,73.42.3 | Story on James J. Hill,"Grave Stele
5th century B.C.
Artist Unknown (Greek)
(Greece, Europe)
Pentellic marble, 31.4",© 2014 Minneapolis Institute of Arts,MIA,,public domain,Yes,Yes,Yes,
jjhill-1.jpg | new file: James J Hill 878,2014_TDX_MIAArtStories_300.tif,73.42.3 | Story on James J. Hill,Portrait of James J. Hill,"Photograph of an engraving by Pach Brothers Photograph, New York, New York. Canadian Press Syndicate. Photo courtesy of Minnesota Historical Society",Rec'd from MNHS | http://sites.mnhs.org/historic-sites/james-j-hill-house/james-j-hill,"Eric Mortenson
eric.mortenson@mnhs.org",ongoing,Yes,Yes,Yes,"New images from MNHS - Nicole will upload to Media Bin | Josh dowloaded image on Januray 4, 2015 – Nicole, please review / confirm. - Jlynn"
wedding.jpg | new file: GT32 3G p30,2014_TDX_MIAArtStories_301.tif,73.42.3 | Story on James J. Hill,Portrait of Hill Family,Photographer: Charles A. Zimmerman. Photo courtesy of Minnesota Historical Society,Rec'd from MNHS | http://sites.mnhs.org/historic-sites/james-j-hill-house/hill-family,"Eric Mortenson
eric.mortenson@mnhs.org",ongoing,Yes,Yes,Yes,"New images from MNHS - Nicole will upload to Media Bin | Josh dowloaded image on Januray 4, 2015 – Nicole, please review / confirm. - Jlynn"
mary.jpg | new file: por11979 r1,2014_TDX_MIAArtStories_302.tif,73.42.3 | Story on James J. Hill,Portrait of Mary Mehegan Hill,Courtesy of Minnesota Historical Society,Rec'd from MNHS | http://sites.mnhs.org/historic-sites/james-j-hill-house/hill-family,"Eric Mortenson
eric.mortenson@mnhs.org",ongoing,Yes,Yes,Yes,"New images from MNHS - Nicole will upload to MediaBin| Josh dowloaded image on Januray 4, 2015 – Nicole, please review / confirm. - Jlynn"
mia_284b.tif,N/A,73.42.3 | Story on James J. Hill,"The Virgin in Prayer
c. 1520-1530
Joos van Cleve
(Netherlands, Europe)
Oil on panel
26 x 20 5/8 in. (66.04 x 52.39 cm) (panel)
Gift of Mary Hill Boeckmann 72.68 ",© 2014 Minneapolis Institute of Arts,MIA,,public domain,Yes,Yes,Yes,
mia_6001565.tif,N/A,73.42.3 | Story on James J. Hill,"The Church at Chailly, 1868-1869, Jean-François Millet, (France, Europe) 67.31.4",© 2014 Minneapolis Institute of Arts,MIA,,public domain,Yes,Yes,Yes,
Various (MIA Photography),N/A,69.22,"Portrait of Mlle. Lange as Danae
1799
Anne-Louis Girodet-Trioson
(France, Europe)
Oil on canvas
23 3/4 x 19 1/8 in. (60.33 x 48.58 cm) (sight, oval) 30 3/8 x 25 3/4 x 3 1/8 in. (77.15 x 65.41 x 7.94 cm) (outer frame)
The William Hood Dunwoody Fund 69.22 ",© 2014 Minneapolis Institute of Arts,MIA,,public domain,Yes,Yes,Yes,
new: 1024px-Tizian_011.jpg,2014_TDX_MIAArtStories_263.tif,69.22,"Tiziano (Tiziano Vecellio) (Italian, c. 1488-1576)
Danaë
1545-1546
oil on canvas
47.2 × 67.7 in (120 × 172 cm)
Q 134        
National Museum of Capodimonte, Naples",Wikimedia Commons,http://commons.wikimedia.org/wiki/File:Tizian_011.jpg,,public domain,Yes,Yes,Yes,
scanned_hubs,,69.22,"Michel-Jean Simons
Engraving after a painting by Robert Lefèvre
Private Collection",scanned from a book,,,,,,,
mia_6006463.tif,N/A,69.22,"Dovizia
c. 1520
Giovanni della Robbia 
Glazed terracotta, polychromed
(69.2 x 37.5 x 21.0 cm)
The William Hood Dunwoody Fund 15.211 ",© 2014 Minneapolis Institute of Arts,MIA,,public domain,Yes,Yes,Yes,
Met_DT40.jpg,2014_TDX_MIAArtStories_283.tif,69.22,"The Death of Socrates
Jacques Louis David 
(French, Paris 1748–1825 Brussels)
Date: 1787
Medium: Oil on canvas
Dimensions: 51 x 77 1/4 in. (129.5 x 196.2 cm)
Classification: Paintings
Credit Line: Catharine Lorillard Wolfe Collection, Wolfe Fund, 1931
Accession Number: 31.45","The Metropolitan Museum of Art, www.metmuseum.org",http://www.metmuseum.org/collection/the-collection-online/search/436105,,public domain - OASC,Yes,Yes,Yes,
Girodet_-_Sommeil_Endymion.jpg,2014_TDX_MIAArtStories_275.tif,69.22,"Anne-Louis GIRODET DE ROUSSY-TRIOSON (French, 1767-1824)
The Sleep of Endymion
1791
oil on canvas
H. : 1,98 m. ; L. : 2,61 m.
INV. 4935",© 2010 Musée du Louvre/Angèle Dequier,http://www.louvre.fr/en/oeuvre-notices/sleep-endymion,,"from website: Non-commercial re-use is authorized, provided the source and author are acknowledged.",Yes,Yes,Yes,
Salon_du_Louvre_1787.jpg,2014_TDX_MIAArtStories_294.tif,69.22,"Pietro Antonio Martini
Exposition au Salon de 1787",Wikimedia Commons,http://upload.wikimedia.org/wikipedia/commons/1/1a/Salon_du_Louvre_1787.jpg ,,public domain,Yes,Yes,Yes,
1/13/15 - req'd copystand photog,NEED IMAGE,69.22,"Jean-François Gilles Colson
Mademoiselle Lange as ‘ Sylvie’, 1792",Bibliothèque-musée- La Comédie-Française,,,,No,No,No,
1/13/15 - req'd copystand photog,NEED IMAGE,69.22,"Thomas Charles Naudet,
Girodet Directing the Hanging of The New Danae in the Salon, 1799","Bibliothèque Nationale, Paris ",,,,No,No,No,
Louvre_Roman_Girodet.jpg,2014_TDX_MIAArtStories_277.tif,69.22,"Jean-Baptiste ROMAN
Paris, 1792 – Paris, 1835
The painter Girodet (1767–1824) 
Marble
H. 0.78 m; W. 0.67 m; D. 0.44 m",© Musée du Louvre/P. Philibert,http://cartelen.louvre.fr/cartelen/visite?srv=car_not_frame&idNotice=2154&langue=en,,"from website: Non-commercial re-use is authorized, provided the source and author are acknowledged.",Yes,Yes,Yes,
Various (MIA Photography),N/A,55.27a-c,"Blind Man's Buff
1945
Max Beckmann
Germany, Europe
Oil on canvas
81 1/4 x 173 in. (206.38 x 439.42 cm)
73 1/2 x 40 in. (186.69 x 101.6 cm) (panel, left)
81 1/2 × 90 1/2 in. (207.01 × 229.87 cm) (panel, center)
73 7/8 x 41 3/4 in. (187.64 x 106.05 cm) (panel, right)",© 2014 Minneapolis Institute of Arts,MIA,,"Artist's Rights Society (ARS),New York / VG Bild-Kunst, Bonn. Prior approval from ARS is required on an image by image basis.",Yes,Yes,Yes,Josh to resolve in MediaBin. - Jlynn
Various (MIA Photography) (please make sure to include: mia_4001849.tif),N/A,58.35,"Study for Portrait VI
1953
Francis Bacon
England, Europe
Oil on canvas
59 5/8 x 45 3/4 in. (151.45 x 116.21 cm) (canvas) 61 1/4 x 47 3/8 x 1 5/8 in. (155.58 x 120.33 x 4.13 cm) (outer frame)",© 2014 Minneapolis Institute of Arts,MIA,,"Estate of Frances Bacon / Artist's Rights Society (ARS), New York. Prior approval from ARS is required on an image by image basis.",Yes,Yes,Yes,
Diego_Vel†zquez_-_Portrait_of_Innocent_X_-_WGA24443.jpg,2014_TDX_MIAArtStories_355.tif,58.35,"Diego Velázquez (1599–1660)
Portrait of Innocent X, circa 1650
oil on canvas
141 cm (55.5 in) x 119 cm (46.9 in)
Doria Pamphilj Gallery, Rome
",Wikimedia Commons,Wikimedia Commons,,public domain,Yes,Yes,Yes,
Met_Muybridge.jpg,2014_TDX_MIAArtStories_359.tif,58.35,"Animal Locomotion. An Electro-Photographic Investigation... of Animal Movements. Commenced 1872 - Completed 1885. Volume VII, Men and Woman (Draped) Miscellaneous Subjects
Eadweard Muybridge 
(American, born Britain, 1830–1904)
Metropolitan Museum of Art
Rogers Fund, transferred from the Library
1991.1135.7","The Metropolitan Museum of Art, www.metmuseum.org",http://www.metmuseum.org/collection/the-collection-online/search/266437,,public domain,Yes,Yes,Yes,
PMA_Titian.jpg,2014_TDX_MIAArtStories_354.tif,58.35,"Titian (Tiziano Vecellio), Italian (active Venice), 1508-1576
Portrait of Cardinal Filippo Archinto, 1558
Oil on canvas
45 3/16 x 34 15/16 inches (114.8 x 88.7 cm)
Philadelphia Museum of Art
John G. Johnson Collection, 1917
Cat. 204
","Philadelphia Museum of Art, www.philamuseum.org",http://www.philamuseum.org/collections/permanent/101951.html?mulR=387360704|2,,public domain,Yes,Yes,Yes,
Roosevelt.jpg,2014_TDX_MIAArtStories_366.tif,58.35,"Theodore Roosevelt laughing, 1915
photograph",Library of Congress. http://www.loc.gov,http://www.loc.gov/pictures/item/2010645493/,,public domain,Yes,Yes,Yes,
VanBommel.jpg,2014_TDX_MIAArtStories_367.tif,58.35,"Dutch soccer player Van Bommel offering a vulgar gesture, 2007",AFP PHOTO/PIERRE-PHILIPPE MARCOU,http://us.soccerway.com/news/2007/February/28/la-uefa-castiga-a-van-bommel-hacindolo-promover-el-juego-limpio/,,public domain,Yes,Yes,Yes,
LOTS MORE COMING - ARS needs to review proof first,NEED IMAGE,58.35,,,,,,No,No,No,
