Original File Name,Renamed File Name,Associated MIA Object,Object Credit / Description,Photo Credit,Image Source,Contact Info,Permissions,Image Received & QC'd,Image Pass QC,Image Ready for Release,Additional Notes
mia_5020206.tif,mia_5020206.tif,61.36.14,"Henri Matisse (French, 1869–1954)
Still Life with Pascal’s ""Pensées"", 1924
Oil on canvas
19 1/4 x 25 1/8 in. 
Gift of Ruth and Bruce Dayton, 2010.37 ","© 2014 Minneapolis Institute of Arts
© 2015 Succession H. Matisse / Artists Rights Society (ARS), New York",,,,Yes,Yes,Yes,
Barnes_Dance.jpg,2014_TDX_MIAArtStories_419.tif,61.36.14,"Henri Matisse (French, 1869–1954)
The Dance, 1932–33
Oil on canvas; three panels
(left): 133 3/4 x 173 3/4 in. (center): 140 1/8 x 198 1/8 in. (right): 133 3/8 x 173 in. 
2001.25.50a,b,c","Digital image: © 2015 The Barnes Foundation
Artwork: © 2015 Succession H. Matisse / Artists Rights Society (ARS), New York",,,,Yes,Yes,Yes,
PCD20001031_0772_IMG0014.tif,PCD20001031_0772_IMG0014.tif,61.36.14,"Henri Matisse (French, 1869–1954)
Icarus, plate VIII of the illustrated book, 'Jazz', 1947
Color pochoir (stencilled) illustrations; lithographed text
16 1/2 x 13 3/4 in.
Gift of Bruce B. Dayton, B.82.1","Digital image: © 2014 Minneapolis Institute of Arts
Artwork: © 2015 Succession H. Matisse / Artists Rights Society (ARS), New York",,,,Yes,Yes,Yes,
mia_6003933.tif,mia_6003933.tif,61.36.14,"Henri Matisse (French, 1869–1954)
The Concert, c. 1922–23
Conté crayon
18 3/4 x 24 3/4 in.
Bequest of Putnam Dana McMillan, 61.36.1 ","© 2014 Minneapolis Institute of Arts
© 2015 Succession H. Matisse / Artists Rights Society (ARS), New York",,,,Yes,Yes,Yes,
mia_6003635.tif,mia_6003635.tif,61.36.14,"Henri Matisse (French, 1869–1954)
Woman with Still Life, 1944
Pen and black ink
20 3/4 x 15 7/8 in. 
Gift of Ruth and Bruce Dayton, 91.148.7 ","© 2014 Minneapolis Institute of Arts
© 2015 Succession H. Matisse / Artists Rights Society (ARS), New York",,,,Yes,Yes,Yes,
PCD20001031_0772_IMG0033.tif,PCD20001031_0772_IMG0033.tif,61.36.14,"Henri Matisse (French, 1869–1954)
Self-Portrait, 1923
Lithograph
13 1/8 x 9 7/8 in.
Gift of Ruth and Bruce Dayton, 2000.19 ","© 2014 Minneapolis Institute of Arts
© 2015 Succession H. Matisse / Artists Rights Society (ARS), New York",,,,Yes,Yes,Yes,
mia_4447b.tif,mia_4447b.tif,61.36.14,"Henri Matisse (French, 1869–1954)
Frontispiece and title page of ""The Poems of Charles of Orléans"", 1950
Color lithographs, letterpress
16 x 10 3/8 in.
Gift of Bruce B. Dayton, B.75.3 ","Digital image: 2014 Minneapolis Institute of Arts
Artwork: © 2015 Succession H. Matisse / Artists Rights Society (ARS), New York",,,,Yes,Yes,Yes,
mia_5019676.tif,mia_5019676.tif,61.36.14,"Henri Matisse (French, 1869–1954)
Reclining Nude II, 1927
Bronze
11 1/4 x 6 x 19 3/4 in.
Gift of the Dayton-Hudson Corporation, 71.9.5 ","© 2014 Minneapolis Institute of Arts
© 2015 Succession H. Matisse / Artists Rights Society (ARS), New York",,,,Yes,Yes,Yes,
PCD19990121_1178_IMG0025.tif,PCD19990121_1178_IMG0025.tif,61.36.14,"Henri Matisse (French, 1869–1954)
Madeleine I, modeled 1901
Bronze
23 1/2 x 9 x 7 1/2 in.
Gift of the Dayton Hudson Corporation, 71.9.1 ","© 2014 Minneapolis Institute of Arts
© 2015 Succession H. Matisse / Artists Rights Society (ARS), New York",,,,Yes,Yes,Yes,
DONE:,,,,,,,,,,,
Various (MIA Photography),N/A,55.27a-c,"Max Beckmann (German, 1884–1950)
Blind Man's Buff, 1945
Oil on canvas
81 1/4 x 173 in.
Gift of Mr. and Mrs. Donald Winston, 55.27a-c","© 2014 Minneapolis Institute of Arts
© 2015 Artists Rights Society (ARS), New York / VG Bild-Lunst, Bonn
Reproduction, including downloading of Max Beckmann works is prohibited by copyright laws and international conventions without the express written permission of Artists Rights Society (ARS), New York.",MIA,,"Artist's Rights Society (ARS),New York / VG Bild-Kunst, Bonn. Prior approval from ARS is required on an image by image basis.",Yes,Yes,Yes,Josh to resolve in MediaBin. - Jlynn
MetTriptych.jpg,2014_TDX_MIAArtStories_410.tif,55.27a-c,"German Painter (probably active Hamburg and Lower Saxony, 1560s–80s)
Christ Blessing, Surrounded by a Donor Family, c. 1573–82
Oil on wood
32 x 65.875 in.
Gift of J. Pierpont Morgan, 1917, 17.190.13–15",The Metropolitan Museum of Art www.metmuseum.org,http://www.metmuseum.org/collection/the-collection-online/search/437466,,OASC,Yes,Yes,Yes,
GettyMinotaur.jpg,2014_TDX_MIAArtStories_408.tif,55.27a-c,"Artist unknown, Greek
Plastic Aryballos, c. 580–560 B.C.
Terracotta
4 5/16 in.
Gift of Leon Levy, 83.AE.213","The J. Paul Getty Museum
Digital image courtesy of the Getty's Open Content Program",http://www.getty.edu/art/collection/objects/10432/unknown-maker-plastic-aryballos-east-greek-about-580-560-bc/,,Open Content,Yes,Yes,Yes,
131015_mia334_2025672.tif,131015_mia334_2025672.tif,55.27a-c,"Page from Max Beckmann’s sketchbooks, featuring studies for the central panel of ""Blind Man's Buff."" ","Reproduced with permission from the artist’s granddaughter, Mayen Beckmann
© 2015 Artists Rights Society (ARS), New York / VG Bild-Lunst, Bonn
Reproduction, including downloading of Max Beckmann works is prohibited by copyright laws and international conventions without the express written permission of Artists Rights Society (ARS), New York.",Media Bin - originally from Columbia University library,"Mayen Beckmann
mayen.beckmann@gmail.com",Written permission from Mayen to reproduce the materials on the website for the life of the progarm,Yes,Yes,Yes,
right half only: 131015_mia334_2025671.tif,131015_mia334_2025671.tif,55.27a-c,"Page from Max Beckmann’s sketchbooks, featuring studies for the central panel of ""Blind Man's Buff."" ","Reproduced with permission from the artist’s granddaughter, Mayen Beckmann
© 2015 Artists Rights Society (ARS), New York / VG Bild-Lunst, Bonn
Reproduction, including downloading of Max Beckmann works is prohibited by copyright laws and international conventions without the express written permission of Artists Rights Society (ARS), New York.",Media Bin - originally from Columbia University library,"Mayen Beckmann
mayen.beckmann@gmail.com",Written permission from Mayen to reproduce the materials on the website for the life of the progarm,Yes,Yes,Yes,
Rokin85_2.jpg,2014_TDX_MIAArtStories_411.tif,55.27a-c,"85 Rokin, Amsterdam, 2013.
(The three-story white house at center is where the Beckmanns lived while in exile from 1937 to 1947/48)",Anna Krekeler,,,,Yes,Yes,Yes,
1302190001.tif,2014_TDX_MIAArtStories_402.tif,55.27a-c,"Pages from Max Beckmann's journal for March 28, 1925.","Reproduced with permission from the artist’s granddaughter, Mayen Beckmann",origianlly from Columbia University library,"Mayen Beckmann
mayen.beckmann@gmail.com",Written permission from Mayen to reproduce the materials on the website for the life of the progarm,Yes,Yes,Yes,
"Amsterdam_shooting,_May_7_1945.jpg",2014_TDX_MIAArtStories_403.tif,55.27a-c,"Krijn Taconis (1918–79)
May 7, 1945: German military started shooting into crowds on Dam Square; more than twenty people were killed, c. 1948–55
Photograph
541706",The U.S. National Archives and Records Administration ,http://research.archives.gov/description/541706,,Online pubic access,Yes,Yes,Yes,
HiRes_Beckmann in seinem Amsterdam Atelier.jpg,2014_TDX_MIAArtStories_409.tif,55.27a-c,"Helga Fietz (German, 1907–58)
Max Beckmann in his Amsterdam studio, 1938
Photograph","Courtesy Max Beckmann Archiv
© 2015 Artists Rights Society (ARS), New York / VG Bild-Lunst, Bonn
Reproduction, including downloading of Max Beckmann works is prohibited by copyright laws and international conventions without the express written permission of Artists Rights Society (ARS), New York.",Max Beckmann Archives,"Dr. Christiane Zeiller
Max Beckmann Archiv
www.max-beckmann-archive.org",Permission for life of program; indicate Max Beckmann Archiv as owner,Yes,Yes,Yes,
Exh120.jpg,2014_TDX_MIAArtStories_407.tif,55.27a-c,"Installation image from the exhibition ""Max Beckmann: A Retrospective Exhibition 1948,"" held at the City Art Museum of Saint Louis from May 10, 1948 to June 28, 1948.  ",Image courtesy of the Saint Louis Art Museum Archives.,St. Louis Art Museum Archive,"Rachel A. Aubuchon
Photography & Image Rights Manager
Rachel.Aubuchon@slam.org",ongoing,Yes,Yes,Yes,
Beckmann_Quappi_Butschy_Perry.tif,2014_TDX_MIAArtStories_406.tif,55.27a-c,"Max Beckmann, his wife Quappi, and his dog Butschy in front of ""Blind Man’s Buff"" with Perry Rathbone, director of the City Art Museum of St. Louis, 1948.","University of Colorado Photolab Collection, no. 1975, Art Department, Max Beckmann Show.
Archives, University of Colorado at Boulder Libraries.",University of Colorado at Boulder,"Jennifer Sanchez
Photographic Archivist
University of Colorado at Boulder
Email: libasc@colorado.edu",ongoing,Yes,Yes,Yes,
131001_mia334_2025607.tif,131001_mia334_2025607.tif,55.27a-c,"Front of letter, Mathilde ""Quappi"" Beckmann to Richard Davis, 1954.",© 2014 Minneapolis Institute of Arts,,,,Yes,Yes,Yes,
131001_mia334_2025604.tif,131001_mia334_2025604.tif,55.27a-c,"Back of letter, Mathilde ""Quappi"" Beckmann to Richard Davis, 1954.",© 2014 Minneapolis Institute of Arts,,,,Yes,Yes,Yes,
Various (MIA Photography),N/A,58.28,"Nicolas Poussin (French, 1594–1665)
The Death of Germanicus, 1627
Oil on canvas
58 1/4 x 78 in.
The William Hood Dunwoody Fund, 58.28 ",© 2014 Minneapolis Institute of Arts,Media Bin,,,Yes,Yes,Yes,
Sarcophagus_death_of_Meleager_Louvre_Ma539_full,2014_TDX_MIAArtStories_383.tif,58.28,"Artist unknown
Death of Meleager, 2nd century AD (heavily restored)
Marble relief 
16.5 x 22 in.
Borghese Collection; purchase, 1807, Ma 654 (MR 814)",Marie-Lan Nguyen / Wikimedia Commons,http://commons.wikimedia.org/wiki/File:Death_Meleager_Louvre_Ma654.jpg,,public domain,Yes,Yes,Yes,
NGA_Raimondi.jpg,2014_TDX_MIAArtStories_381.tif,58.28,"Marcantonio Raimondi (Italian, c. 1480–c.1534) after Raphael (Italian, 1483–1520)
The Massacre of the Innocents, c. 1511
Engraving
11 1/16 x 17 1/16 in.
Print Purchase Fund (Rosenwald Collection), 1975.54.1
","Courtesy National Gallery of Art, Washington",http://www.nga.gov/content/ngaweb/Collection/art-object-page.55423.html,,,Yes,Yes,Yes,
Sacchi_Barberini,2014_TDX_MIAArtStories_382.tif,58.28,"Andrea Sacchi (Italian, 1599–1661)
Cardinal Francesco Barberini (1618–95), c.1631–33
Oil on canvas
50.8 x 37.6 in.
Dep. 0334 ","Wallraf-Richartz-Museum & Fondation Corboud; Rheinisches Bildarchiv Köln: vor 2014
",http://www.kulturelles-erbe-koeln.de/documents/obj/05011488,,"not sure - i was able to download from their website, but there's no English ",Yes,Yes,Yes,
Tizian_041,2014_TDX_MIAArtStories_385.tif,58.28,"Titian (Tiziano Vecellio) (Italian, c. 1488–1576)
Assumption of the Virgin, 1516–18
Oil on panel
271.7 x 141.7 in. 
Santa Maria Gloriosa dei Frari, Venice
",Wikimedia Commons,http://commons.wikimedia.org/wiki/File:Tizian_041.jpg,,public domain,Yes,Yes,Yes,
NGA_Pesne_Poussin.jpg,2014_TDX_MIAArtStories_380.tif,58.28,"Jean Pesne (French, 1623–1700) after Nicolas Poussin (French, 1594–1665) 
Nicolas Poussin, 1650
Etching
Ailsa Mellon Bruce Fund, 1979.25.9",National Gallery of Art,https://images.nga.gov/en/search/do_quick_search.html?q=%221979.25.9%22,,open content,Yes,Yes,Yes,
mia_5000664.tif,mia_5000664_Detail2.tif,58.28,"Nicolas Poussin (French, 1594–1665)
The Death of Germanicus (detail), 1627
Oil on canvas
58 1/4 x 78 in.
The William Hood Dunwoody Fund, 58.28 ",© 2014 Minneapolis Institute of Arts,,,,Yes,Yes,Yes,
mia_5000664.tif,mia_5000664_Detail1.tif,58.28,"Nicolas Poussin (French, 1594–1665)
The Death of Germanicus (detail), 1627
Oil on canvas
58 1/4 x 78 in.
The William Hood Dunwoody Fund, 58.28 ",© 2014 Minneapolis Institute of Arts,,,,Yes,Yes,Yes,
Various (MIA Photography),N/A,69.22,"Anne-Louis Girodet de Roussy-Trioson (French, 1767–1824)
Portrait of Mlle. Lange as Danae, 1799
Oil on canvas
23 3/4 x 19 1/8 in. 
The William Hood Dunwoody Fund, 69.22 ",© 2014 Minneapolis Institute of Arts,MIA,,public domain,Yes,Yes,Yes,
new: 1024px-Tizian_011.jpg,2014_TDX_MIAArtStories_389.tif,69.22,"Tiziano (Tiziano Vecellio) (Italian, c. 1488–1576)
Danaë, 1545-46
oil on canvas
47.2 × 67.7 in.
National Museum of Capodimonte, Naples, Q 134        ",Wikimedia Commons,http://commons.wikimedia.org/wiki/File:Tizian_011.jpg,,public domain,Yes,Yes,Yes,
scanned_hubs,2014_TDX_MIAArtStories_384.tif,69.22,"Michel-Jean Simons, after a painting by Robert Lefèvre.
",Private Collection,,,,Yes,Yes,Yes,
mia_6006463.tif,mia_6006463.tif,69.22,"Giovanni della Robbia (Italian,1469–1529/30)
Dovizia, c. 1520
Glazed terracotta, polychromed
27.2 x 14.8 x 8.3 in.
The William Hood Dunwoody Fund, 15.211 ",© 2014 Minneapolis Institute of Arts,MIA,,public domain,Yes,Yes,Yes,
Met_DT40.jpg,2014_TDX_MIAArtStories_283.tif,69.22,"Jacques Louis David (French, 1748–1825)
The Death of Socrates, 1787
Oil on canvas
51 x 77 1/4 in.
Catharine Lorillard Wolfe Collection, Wolfe Fund, 1931, 31.45",The Metropolitan Museum of Art www.metmuseum.org,http://www.metmuseum.org/collection/the-collection-online/search/436105,,public domain - OASC,Yes,Yes,Yes,
Girodet_-_Sommeil_Endymion.jpg,2014_TDX_MIAArtStories_275.tif,69.22,"Anne-Louis Girodet de Roussy-Trioson (French, 1767–1824)
The Sleep of Endymion, 1791
Oil on canvas
78 x 102.8 in 
INV. 4935",© 2010 Musée du Louvre / Angèle Dequier,http://www.louvre.fr/en/oeuvre-notices/sleep-endymion,,"from website: Non-commercial re-use is authorized, provided the source and author are acknowledged.",Yes,Yes,Yes,
Salon_du_Louvre_1787.jpg,2014_TDX_MIAArtStories_294.tif,69.22,"Pietro Antonio Martini (Italian, 1738–97)
Exposition au Salon de 1787, 1787
Etching",Wikimedia Commons,http://upload.wikimedia.org/wikipedia/commons/1/1a/Salon_du_Louvre_1787.jpg ,,public domain,Yes,Yes,Yes,
150127_mia334_5043744.tif,2014_TDX_MIAArtStories_421.tif,69.22,"Jean-François Gilles Colson
Mademoiselle Lange as ‘ Sylvie’, 1792",Bibliothèque-musée- La Comédie-Française,,,,Yes,Yes,Yes,
150127_mia334_5043745.tif,2014_TDX_MIAArtStories_422.tif,69.22,"Thomas Charles Naudet (French, 1773–1810)
Girodet Directing the Hanging of The New Danae in the Salon, 1799","Bibliothèque Nationale, Paris ",,,,Yes,Yes,Yes,
Louvre_Roman_Girodet.jpg,2014_TDX_MIAArtStories_277.tif,69.22,"Jean-Baptiste Roman (1792–1835)
The painter Girodet (1767–1824), 1827 
Marble
30.7 x 26.4 x 17.3 in. 
Commissioned by Charles X, C.C. 182",© Musée du Louvre/P. Philibert,http://cartelen.louvre.fr/cartelen/visite?srv=car_not_frame&idNotice=2154&langue=en,,"from website: Non-commercial re-use is authorized, provided the source and author are acknowledged.",Yes,Yes,Yes,
mia_6008824.tif,mia_6008824.tif,69.22,"Anne-Louis Girodet de Roussy-Trioson (French, 1767–1824)
Portrait of Mlle. Lange as Danae (frame detail), 1799
Oil on canvas
23 3/4 x 19 1/8 in. 
The William Hood Dunwoody Fund, 69.22 ",© 2014 Minneapolis Institute of Arts,,,,Yes,Yes,Yes,
mia_6008825.tif,mia_6008825.tif,69.22,"Anne-Louis Girodet de Roussy-Trioson (French, 1767–1824)
Portrait of Mlle. Lange as Danae (frame detail), 1799
Oil on canvas
23 3/4 x 19 1/8 in. 
The William Hood Dunwoody Fund, 69.22 ",© 2014 Minneapolis Institute of Arts,,,,Yes,Yes,Yes,
mia_6008826.tif,mia_6008826.tif,69.22,"Anne-Louis Girodet de Roussy-Trioson (French, 1767–1824)
Portrait of Mlle. Lange as Danae (frame detail), 1799
Oil on canvas
23 3/4 x 19 1/8 in. 
The William Hood Dunwoody Fund, 69.22 ",© 2014 Minneapolis Institute of Arts,,,,Yes,Yes,Yes,
mia_6008828.tif,mia_6008828.tif,69.22,"Anne-Louis Girodet de Roussy-Trioson (French, 1767–1824)
Portrait of Mlle. Lange as Danae (frame detail), 1799
Oil on canvas
23 3/4 x 19 1/8 in. 
The William Hood Dunwoody Fund, 69.22 ",© 2014 Minneapolis Institute of Arts,,,,Yes,Yes,Yes,
Various (MIA Photography),N/A,93.20,"Claude Monet (French 1840–1926)
Grainstack, Sun in the Mist, 1891
Oil on canvas
23 5/8 x 39 1/2in.
Gift of Ruth and Bruce Dayton, The Putnam Dana McMillan Fund, The John R. Van Derlip Fund, The William Hood Dunwoody Fund, The Ethel Morrison Van Derlip Fund, Alfred and Ingrid Lenz Harrison, and Mary Joann and James R. Jundt, 93.20",© 2014 Minneapolis Institute of Arts,MIA,,public domain,Yes,Yes,Yes,
"1024px-Haystacks_like_those_of_Claude_Monet,_Giverny_2011.jpg",2014_TDX_MIAArtStories_262.tif,93.20,"Haystacks, Giverny, 2011.",Philippe Alès / Wikimedia Commons,"http://commons.wikimedia.org/wiki/File:Haystacks_like_those_of_Claude_Monet,_Giverny_2011.JPG",,public domain,Yes,Yes,Yes,
Met Grainstacks.jpg,2014_TDX_MIAArtStories_280.tif,93.20,"Claude Monet (French, 1840–1926)
Haystacks (Effect of Snow and Sun), 1891
Oil on canvas
25 3/4 x 36 1/4 in.
H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929, 29.100.109","The Metropolitan Museum of Art 
www.metmuseum.org",http://www.metmuseum.org/collection/the-collection-online/search/437122,,public domain | OASC,Yes,Yes,Yes,
SC197958.tif,2014_TDX_MIAArtStories_398.tif,93.20,"Claude Monet (French, 1840–1926)
Grainstack (Sunset), 1891
Oil on canvas
28 7/8 x 36 1/2 in.
Juliana Cheney Edwards Collection, 25.112
","Photograph © 2014 Museum of Fine Arts, Boston",MFA Boston,"Sue Bell
Coordinator of Image Licensing
P: 617-369-3317 | F: 617-437-7471
sbell@mfa.org",Life of the project,Yes,Yes,Yes,
Vassily-Kandinsky.jpg,2014_TDX_MIAArtStories_295.tif,93.20,"Wassily Kandinsky, c 1913. From Wassily Kandinsky (1913). Rückblicke. Berlin: Sturm Verlag.",Wikimedia Commons,http://commons.wikimedia.org/wiki/File:Vassily-Kandinsky.jpeg,,public domain,Yes,Yes,Yes,
1951-109-1-pma.jpg,2014_TDX_MIAArtStories_266.tif,93.20,"Claude Monet (French, 1840–1926)
Poplars, 1891
Oil on canvas
36 5/8 x 29 3/16 in.
The Chester Dale Collection, 1951, 1951-109-1",Philadelphia Museum of Art http://www.philamuseum.org,http://www.philamuseum.org/collections/permanent/52186.html?mulR=847072192|2,,public domain | PMA blanket permission,Yes,Yes,Yes,
Met Monet Poplars.jpg,2014_TDX_MIAArtStories_281.tif,93.20,"Claude Monet (French, 1840–1926)
The Four Trees, 1891
Oil on canvas
32 1/4 x 32 1/8 in.
H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929, 29.100.110",The Metropolitan Museum of Art www.metmuseum.org,http://www.metmuseum.org/collection/the-collection-online/search/437121,,public domain | OASC,Yes,Yes,Yes,
Getty Rouen Cathedral.jpg,2014_TDX_MIAArtStories_274.tif,93.20,"Claude Monet (French, 1840–1926)
The Portal of Rouen Cathedral in Morning Light, 1894, 
Oil on canvas
39 1/2 x 25 5/8 in.
2001.33","The J. Paul Getty Museum
Digital image courtesy of the Getty's Open Content Program",http://www.getty.edu/art/gettyguide/artObjectDetails?artobj=142049,,public domain | Open Content Program,Yes,Yes,Yes,
A15353.jpg,2014_TDX_MIAArtStories_267.tif,93.20,"Claude Monet (French, 1840–1926)
Rouen Cathedral, West Façade, Sunlight, 1894
Oil on canvas
39 3/8 x 25 7/8 in.
Chester Dale Collection, 1963.10.179
","Courtesy National Gallery of Art, Washington",https://images.nga.gov/en/search/do_quick_search.html?q=%221963.10.179%22,,public domain | Open Access,Yes,Yes,Yes,
SC202258.tif,2014_TDX_MIAArtStories_412.tif,93.20,"Claude Monet (French, 1840–1926)
Morning on the Seine, near Giverny, 1897
Oil on canvas
32 x 36 1/2 in.
Gift of Mrs. W. Scott Fitz, 11.1261","Photograph © 2014 Museum of Fine Arts, Boston",MFA Boston,"Sue Bell
Coordinator of Image Licensing
P: 617-369-3317 | F: 617-437-7471
sbell@mfa.org",,Yes,Yes,Yes,
AIC_00000190-01_HighRes.jpg,2014_TDX_MIAArtStories_270.tif,93.20,"Claude Monet (French, 1840–1926)
Branch of the Seine near Giverny (Mist), 1897 
Oil on canvas
35 3/8 x 36 1/2 in.
Mr. and Mrs. Martin A. Ryerson Collection, 1933.1156 ",© The Art Institute of Chicago.,AIC images,"Jackie Maman, Image Licensing Coordinator
Tel. (312) 499-4259 | jmaman@artic.edu",3 years; fees waived,Yes,Yes,Yes,
E11580.jpg,2014_TDX_MIAArtStories_273.tif,93.20,"Claude Monet (French, 1840–1926)
The Houses of Parliament, Sunset, 1903
Oil on canvas
32 x 36 7/16 in.
Chester Dale Collection, 1963.10.48","Courtesy National Gallery of Art, Washington",https://images.nga.gov/en/search/do_quick_search.html?q=%221963.10.48%22,,public domain | Open Access,Yes,Yes,Yes,
